problem_id;problem_type;pl;country;score;count
0;algorithms;cpp;Republic of Korea;15.0;10
0;algorithms;cpp;Pakistan;15.0;18
0;algorithms;cpp;Ukraine;15.0;9
0;algorithms;cpp;Mexico;15.0;16
0;algorithms;cpp;Argentina;15.0;8
0;algorithms;cpp;Peru;15.0;3
0;algorithms;cpp;France;15.0;12
0;algorithms;cpp;Serbia;15.0;10
0;algorithms;cpp;Uzbekistan;15.0;6
0;algorithms;cpp;Colombia;15.0;3
0;algorithms;cpp;Czechia;15.0;2
0;algorithms;cpp;South Korea;15.0;23
0;algorithms;cpp;Portugal;15.0;5
0;algorithms;cpp;Sri Lanka;15.0;11
0;algorithms;cpp;Egypt;15.0;34
0;algorithms;cpp;Belgium;15.0;2
0;algorithms;cpp;Hong Kong;15.0;8
0;algorithms;cpp;Malaysia;15.0;5
0;algorithms;cpp;Hungary;15.0;8
0;algorithms;cpp;Morocco;15.0;3
0;algorithms;cpp;Cyprus;15.0;1
0;algorithms;cpp;Palestinian Territory, Occupied;15.0;1
0;algorithms;cpp;Azerbaijan;15.0;3
0;algorithms;cpp;Finland;15.0;5
0;algorithms;cpp;Switzerland;15.0;6
0;algorithms;cpp;Uganda;15.0;1
0;algorithms;cpp;Thailand;15.0;3
0;algorithms;cpp;Saudi Arabia;15.0;1
0;algorithms;cpp;French Guiana;15.0;1
0;algorithms;cpp;Sudan;15.0;1
0;algorithms;cpp;Lithuania;15.0;5
0;algorithms;cpp;Austria;15.0;3
0;algorithms;cpp;Qatar;15.0;2
0;algorithms;cpp;Philippines;15.0;8
0;algorithms;cpp;Belarus;15.0;4
0;algorithms;cpp;Syria;15.0;1
0;algorithms;cpp;Iraq;15.0;1
0;algorithms;cpp;Kazakhstan;15.0;4
0;algorithms;cpp;Netherlands;15.0;11
0;algorithms;cpp;Ecuador;15.0;1
0;algorithms;cpp;Denmark;15.0;3
0;algorithms;cpp;Afghanistan;15.0;3
0;algorithms;cpp;United Arab Emirates;15.0;5
0;algorithms;cpp;Croatia;15.0;2
0;algorithms;cpp;Bahamas;15.0;1
0;algorithms;cpp;Bolivia, Plurinational state of;15.0;1
0;algorithms;cpp;Mongolia;15.0;3
0;algorithms;cpp;Republic of Lithuania;15.0;1
0;algorithms;cpp;Bouvet Island;15.0;1
0;algorithms;cpp;New Zealand;15.0;2
0;algorithms;cpp;Slovakia;15.0;1
0;algorithms;cpp;Korea, Republic of;15.0;5
0;algorithms;cpp;Macedonia;15.0;2
0;algorithms;cpp;Norway;15.0;1
0;algorithms;cpp;Jordan;15.0;5
0;algorithms;cpp;Ghana;15.0;1
0;algorithms;cpp;Nigeria;15.0;1
0;algorithms;cpp;Cambodia;15.0;1
0;algorithms;cpp;Andorra;15.0;3
0;algorithms;cpp;Bosnia and Herzegovina;15.0;2
0;algorithms;cpp;Venezuela, Bolivarian Republic of;15.0;1
0;algorithms;cpp;Myanmar;15.0;1
0;algorithms;cpp;Lebanon;15.0;5
0;algorithms;cpp;Estonia;15.0;1
0;algorithms;cpp;Algeria;15.0;2
0;algorithms;cpp;Puerto Rico;15.0;1
0;algorithms;cpp;Palestine;15.0;1
0;algorithms;cpp;Latvia;15.0;1
0;algorithms;cpp;Trinidad and Tobago;15.0;2
0;algorithms;cpp;Cameroon;15.0;1
0;algorithms;cpp;India;13.5;71
0;algorithms;cpp;Russia;13.5;1
0;algorithms;cpp;Belarus;13.5;1
0;algorithms;cpp;United States;13.5;6
0;algorithms;cpp;Poland;13.5;1
0;algorithms;cpp;Brazil;13.5;1
0;algorithms;cpp;Singapore;13.5;1
0;algorithms;cpp;Italy;13.5;1
0;algorithms;cpp;Peru;13.5;1
0;algorithms;cpp;Mexico;13.5;2
0;algorithms;cpp;Bangladesh;13.5;2
0;algorithms;cpp;Kazakhstan;13.5;1
0;algorithms;cpp;Germany;13.5;1
0;algorithms;cpp;Estonia;13.5;1
0;algorithms;cpp;Nepal;13.5;1
0;algorithms;cpp;Russian Federation;13.5;1
0;algorithms;cpp;United Kingdom;13.5;1
0;algorithms;cpp;Mauritius;13.5;1
0;algorithms;cpp;Lithuania;13.5;1
0;algorithms;cpp;Argentina;13.5;1
0;algorithms;cpp;China;13.5;2
0;algorithms;cpp;Republic of Korea;13.5;1
0;algorithms;cpp;India;12.3;77
0;algorithms;cpp;Vietnam;12.3;1
0;algorithms;cpp;United States;12.3;4
0;algorithms;cpp;Japan;12.3;1
0;algorithms;cpp;Morocco;12.3;1
0;algorithms;cpp;Viet Nam;12.3;1
0;algorithms;cpp;Canada;12.3;2
0;algorithms;cpp;Egypt;12.3;2
0;algorithms;cpp;Bangladesh;12.3;4
0;algorithms;cpp;South Korea;12.3;1
0;algorithms;cpp;Poland;12.3;1
0;algorithms;cpp;Germany;12.3;1
0;algorithms;cpp;Pakistan;12.3;2
0;algorithms;cpp;Indonesia;12.3;1
0;algorithms;cpp;United Arab Emirates;12.3;1
0;algorithms;cpp;India;11.7;73
0;algorithms;cpp;Indonesia;11.7;3
0;algorithms;cpp;United States;11.7;4
0;algorithms;cpp;Bulgaria;11.7;1
0;algorithms;cpp;Viet Nam;11.7;3
0;algorithms;cpp;Vietnam;11.7;5
0;algorithms;cpp;United Kingdom;11.7;1
0;algorithms;cpp;Bangladesh;11.7;4
0;algorithms;cpp;Japan;11.7;1
0;algorithms;cpp;Georgia;11.7;1
0;algorithms;cpp;Jordan;11.7;1
0;algorithms;cpp;Australia;11.7;1
0;algorithms;cpp;South Korea;11.7;1
0;algorithms;cpp;Taiwan;11.7;1
0;algorithms;cpp;India;11.4;86
0;algorithms;cpp;United States;11.4;5
0;algorithms;cpp;South Korea;11.4;1
0;algorithms;cpp;Singapore;11.4;1
0;algorithms;cpp;Bangladesh;11.4;2
0;algorithms;cpp;Sri Lanka;11.4;1
0;algorithms;cpp;Canada;11.4;1
0;algorithms;cpp;Dominican Republic;11.4;1
0;algorithms;cpp;Indonesia;11.4;1
0;algorithms;cpp;Null;11.4;1
0;algorithms;cpp;India;9.9;158
0;algorithms;cpp;Armenia;9.9;1
0;algorithms;cpp;Null;9.9;1
0;algorithms;cpp;Brazil;9.9;1
0;algorithms;cpp;Indonesia;9.9;3
0;algorithms;cpp;Mexico;9.9;1
0;algorithms;cpp;Vietnam;9.9;5
0;algorithms;cpp;Russian Federation;9.9;2
0;algorithms;cpp;Georgia;9.9;2
0;algorithms;cpp;Serbia;9.9;1
0;algorithms;cpp;Ukraine;9.9;1
0;algorithms;cpp;Sri Lanka;9.9;2
0;algorithms;cpp;Czechia;9.9;1
0;algorithms;cpp;Turkey;9.9;1
0;algorithms;cpp;Argentina;9.9;1
0;algorithms;cpp;Romania;9.9;1
0;algorithms;cpp;Palestinian Territory, Occupied;9.9;1
0;algorithms;cpp;Jordan;9.9;1
0;algorithms;cpp;United States;9.9;4
0;algorithms;cpp;Bulgaria;9.9;1
0;algorithms;cpp;Palestine;9.9;1
0;algorithms;cpp;Poland;9.9;2
0;algorithms;cpp;Andorra;9.9;1
0;algorithms;cpp;Germany;9.9;1
0;algorithms;cpp;Bangladesh;9.9;1
0;algorithms;cpp;Egypt;9.9;2
0;algorithms;cpp;Afghanistan;9.9;1
0;algorithms;cpp;Oman;9.9;1
0;algorithms;cpp;Taiwan;9.9;1
0;algorithms;cpp;India;0.0;77
0;algorithms;cpp;Ukraine;0.0;1
0;algorithms;cpp;Russia;0.0;1
0;algorithms;cpp;Ireland;0.0;1
0;algorithms;cpp;Vietnam;0.0;1
0;algorithms;cpp;Romania;0.0;1
0;algorithms;cpp;United States;0.0;4
0;algorithms;cpp;Bangladesh;0.0;2
0;algorithms;cpp;Georgia;0.0;1
0;algorithms;cpp;France;0.0;1
0;algorithms;cpp;Lebanon;0.0;1
0;algorithms;cpp;Canada;0.0;1
0;algorithms;cpp;United Kingdom;0.0;1
0;algorithms;cpp;Null;0.0;1
0;algorithms;cpp;Indonesia;0.0;2
0;algorithms;cpp;Hong Kong;0.0;1
0;algorithms;cpp;Malaysia;0.0;1
0;algorithms;cpp;Egypt;0.0;1
0;algorithms;cpp;Israel;0.0;1
0;algorithms;java;India;15.0;1102
0;algorithms;java;Hong Kong;15.0;3
0;algorithms;java;Singapore;15.0;12
0;algorithms;java;United States;15.0;151
0;algorithms;java;Japan;15.0;3
0;algorithms;java;Canada;15.0;20
0;algorithms;java;Republic of Korea;15.0;4
0;algorithms;java;Netherlands;15.0;3
0;algorithms;java;Kazakhstan;15.0;7
0;algorithms;java;Russia;15.0;6
0;algorithms;java;Australia;15.0;6
0;algorithms;java;Denmark;15.0;1
0;algorithms;java;Turkey;15.0;18
0;algorithms;java;China;15.0;7
0;algorithms;java;Russian Federation;15.0;7
0;algorithms;java;Latvia;15.0;2
0;algorithms;java;Sweden;15.0;2
0;algorithms;java;Croatia;15.0;1
0;algorithms;java;Czech Republic;15.0;1
0;algorithms;java;Argentina;15.0;3
0;algorithms;java;United Kingdom;15.0;19
0;algorithms;java;Brazil;15.0;19
0;algorithms;java;Ireland;15.0;6
0;algorithms;java;Egypt;15.0;3
0;algorithms;java;Colombia;15.0;3
0;algorithms;java;Poland;15.0;8
0;algorithms;java;Korea, Republic of;15.0;6
0;algorithms;java;Null;15.0;11
0;algorithms;java;Vietnam;15.0;14
0;algorithms;java;France;15.0;5
0;algorithms;java;Uzbekistan;15.0;1
0;algorithms;java;Portugal;15.0;6
0;algorithms;java;Mexico;15.0;5
0;algorithms;java;Viet Nam;15.0;7
0;algorithms;java;Belgium;15.0;2
0;algorithms;java;Ukraine;15.0;1
0;algorithms;java;Peru;15.0;1
0;algorithms;java;Italy;15.0;9
0;algorithms;java;Slovenia;15.0;1
0;algorithms;java;Lithuania;15.0;1
0;algorithms;java;Nepal;15.0;1
0;algorithms;java;Indonesia;15.0;19
0;algorithms;java;Tunisia;15.0;2
0;algorithms;java;Romania;15.0;4
0;algorithms;java;Morocco;15.0;2
0;algorithms;java;Belarus;15.0;1
0;algorithms;java;Tajikistan;15.0;1
0;algorithms;java;Sri Lanka;15.0;7
0;algorithms;java;Thailand;15.0;1
0;algorithms;java;Hungary;15.0;2
0;algorithms;java;Bangladesh;15.0;10
0;algorithms;java;Turkmenistan;15.0;1
0;algorithms;java;Slovakia;15.0;1
0;algorithms;java;Asia/Pacific Region;15.0;1
0;algorithms;java;Lebanon;15.0;2
0;algorithms;java;Nigeria;15.0;3
0;algorithms;java;Bulgaria;15.0;2
0;algorithms;java;Philippines;15.0;8
0;algorithms;java;Israel;15.0;1
0;algorithms;java;Jordan;15.0;1
0;algorithms;java;United Arab Emirates;15.0;2
0;algorithms;java;Europe;15.0;1
0;algorithms;java;New Zealand;15.0;2
0;algorithms;java;Switzerland;15.0;2
0;algorithms;java;Bolivia;15.0;1
0;algorithms;java;South Africa;15.0;1
0;algorithms;java;Guatemala;15.0;1
0;algorithms;java;South Korea;15.0;5
0;algorithms;java;Malaysia;15.0;3
0;algorithms;java;Chile;15.0;1
0;algorithms;java;Uruguay;15.0;1
0;algorithms;java;Bosnia and Herzegovina;15.0;1
0;algorithms;java;Hashemite Kingdom of Jordan;15.0;1
0;algorithms;java;Spain;15.0;3
0;algorithms;java;Serbia;15.0;2
0;algorithms;java;Germany;15.0;4
0;algorithms;java;Iran;15.0;1
0;algorithms;java;Georgia;15.0;2
0;algorithms;java;Montenegro;15.0;1
0;algorithms;java;Paraguay;15.0;1
0;algorithms;java;Myanmar;15.0;1
0;algorithms;java;Cambodia;15.0;1
0;algorithms;java;Luxembourg;15.0;1
0;algorithms;java;Taiwan;15.0;1
0;algorithms;java;Azerbaijan;15.0;1
0;algorithms;java;Pakistan;15.0;1
0;algorithms;java;Saudi Arabia;15.0;1
0;algorithms;java;United States;12.3;1
0;algorithms;java;India;12.3;34
0;algorithms;java;Italy;12.3;1
0;algorithms;java;Egypt;12.3;1
0;algorithms;java;Null;12.3;1
0;algorithms;java;Viet Nam;12.3;2
0;algorithms;java;Indonesia;12.3;2
0;algorithms;java;Pakistan;12.3;1
0;algorithms;java;Brazil;12.3;1
0;algorithms;java;United States;12.28;1
0;algorithms;java;United States;12.15;14
0;algorithms;java;India;12.15;26
0;algorithms;java;United Kingdom;12.15;2
0;algorithms;java;South Africa;12.15;1
0;algorithms;java;Uzbekistan;12.15;1
0;algorithms;java;France;12.15;2
0;algorithms;java;Peru;12.15;1
0;algorithms;java;Null;12.15;1
0;algorithms;java;Canada;12.15;4
0;algorithms;java;Ireland;12.15;1
0;algorithms;java;Poland;12.15;1
0;algorithms;java;Indonesia;12.15;1
0;algorithms;java;India;11.4;36
0;algorithms;java;Canada;11.4;2
0;algorithms;java;Mexico;11.4;1
0;algorithms;java;Azerbaijan;11.4;1
0;algorithms;java;Turkey;11.4;1
0;algorithms;java;Romania;11.4;1
0;algorithms;java;United Kingdom;11.25;1
0;algorithms;java;India;11.25;2
0;algorithms;java;India;11.1;9
0;algorithms;java;Sri Lanka;11.1;1
0;algorithms;java;India;11.07;4
0;algorithms;java;United States;11.07;2
0;algorithms;java;India;11.055;1
0;algorithms;java;India;10.95;3
0;algorithms;java;Peru;10.95;1
0;algorithms;java;United States;10.94;8
0;algorithms;java;India;10.94;20
0;algorithms;java;Canada;10.94;1
0;algorithms;java;Poland;10.94;1
0;algorithms;java;Indonesia;10.94;1
0;algorithms;java;Pakistan;10.94;1
0;algorithms;java;United Kingdom;10.94;2
0;algorithms;java;Vietnam;9.9;1
0;algorithms;java;India;9.9;42
0;algorithms;java;Colombia;9.9;1
0;algorithms;java;Brazil;9.9;1
0;algorithms;java;Indonesia;9.9;3
0;algorithms;java;Macedonia;9.9;1
0;algorithms;java;United States;9.9;2
0;algorithms;java;Bulgaria;9.9;1
0;algorithms;java;Egypt;9.9;1
0;algorithms;java;Canada;9.9;1
0;algorithms;java;Lebanon;9.9;1
0;algorithms;java;United Arab Emirates;9.9;1
0;algorithms;java;United Kingdom;9.9;1
0;algorithms;java;Palestine;9.9;1
0;algorithms;java;India;9.84;8
0;algorithms;java;Netherlands;9.84;1
0;algorithms;java;Null;9.84;1
0;algorithms;java;Denmark;9.84;1
0;algorithms;java;Hungary;9.84;1
0;algorithms;java;United States;9.84;4
0;algorithms;java;United Kingdom;9.84;2
0;algorithms;java;Turkey;9.84;1
0;algorithms;java;Germany;9.84;1
0;algorithms;java;Singapore;9.84;1
0;algorithms;java;India;9.84;6
0;algorithms;java;Ukraine;9.84;1
0;algorithms;java;United States;9.84;4
0;algorithms;java;Romania;9.84;1
0;algorithms;java;United States;9.75;2
0;algorithms;java;India;9.625;2
0;algorithms;java;Russian Federation;9.625;1
0;algorithms;java;Indonesia;9.6;1
0;algorithms;java;India;9.6;3
0;algorithms;csharp;Netherlands;15.0;12
0;algorithms;csharp;Kazakhstan;15.0;4
0;algorithms;csharp;Australia;15.0;19
0;algorithms;csharp;Turkey;15.0;64
0;algorithms;csharp;India;15.0;233
0;algorithms;csharp;Russian Federation;15.0;22
0;algorithms;csharp;Indonesia;15.0;26
0;algorithms;csharp;United Kingdom;15.0;38
0;algorithms;csharp;Belarus;15.0;6
0;algorithms;csharp;Egypt;15.0;44
0;algorithms;csharp;Sweden;15.0;6
0;algorithms;csharp;Germany;15.0;18
0;algorithms;csharp;South Africa;15.0;11
0;algorithms;csharp;United States;15.0;222
0;algorithms;csharp;Republic of Korea;15.0;3
0;algorithms;csharp;Romania;15.0;20
0;algorithms;csharp;Finland;15.0;1
0;algorithms;csharp;Czech Republic;15.0;5
0;algorithms;csharp;Russia;15.0;12
0;algorithms;csharp;Italy;15.0;3
0;algorithms;csharp;Poland;15.0;36
0;algorithms;csharp;Croatia;15.0;1
0;algorithms;csharp;Spain;15.0;11
0;algorithms;csharp;Vietnam;15.0;12
0;algorithms;csharp;Philippines;15.0;9
0;algorithms;csharp;France;15.0;5
0;algorithms;csharp;Ukraine;15.0;21
0;algorithms;csharp;Nigeria;15.0;7
0;algorithms;csharp;Ireland;15.0;6
0;algorithms;csharp;Israel;15.0;7
0;algorithms;csharp;Taiwan;15.0;8
0;algorithms;csharp;Czechia;15.0;2
0;algorithms;csharp;Bulgaria;15.0;10
0;algorithms;csharp;Thailand;15.0;4
0;algorithms;csharp;Canada;15.0;27
0;algorithms;csharp;Norway;15.0;2
0;algorithms;csharp;Portugal;15.0;11
0;algorithms;csharp;Argentina;15.0;10
0;algorithms;csharp;Bosnia and Herzegovina;15.0;3
0;algorithms;csharp;Brazil;15.0;32
0;algorithms;csharp;Chile;15.0;4
0;algorithms;csharp;Mexico;15.0;10
0;algorithms;csharp;Pakistan;15.0;12
0;algorithms;csharp;Serbia;15.0;6
0;algorithms;csharp;Cyprus;15.0;1
0;algorithms;csharp;Singapore;15.0;10
0;algorithms;csharp;Azerbaijan;15.0;9
0;algorithms;csharp;New Zealand;15.0;5
0;algorithms;csharp;Lebanon;15.0;4
0;algorithms;csharp;Macedonia;15.0;2
0;algorithms;csharp;Viet Nam;15.0;14
0;algorithms;csharp;Austria;15.0;3
0;algorithms;csharp;South Korea;15.0;3
0;algorithms;csharp;Denmark;15.0;2
0;algorithms;csharp;Venezuela;15.0;1
0;algorithms;csharp;Null;15.0;5
0;algorithms;csharp;Belgium;15.0;3
0;algorithms;csharp;Japan;15.0;7
0;algorithms;csharp;Algeria;15.0;1
0;algorithms;csharp;Switzerland;15.0;4
0;algorithms;csharp;Lithuania;15.0;4
0;algorithms;csharp;Colombia;15.0;10
0;algorithms;csharp;Nepal;15.0;4
0;algorithms;csharp;Moldova;15.0;1
0;algorithms;csharp;Bangladesh;15.0;11
0;algorithms;csharp;China;15.0;5
0;algorithms;csharp;Estonia;15.0;2
0;algorithms;csharp;Hungary;15.0;10
0;algorithms;csharp;Saudi Arabia;15.0;4
0;algorithms;csharp;Georgia;15.0;3
0;algorithms;csharp;Tajikistan;15.0;2
0;algorithms;csharp;Curaçao;15.0;1
0;algorithms;csharp;Armenia;15.0;9
0;algorithms;csharp;Malaysia;15.0;2
0;algorithms;csharp;Greece;15.0;3
0;algorithms;csharp;Gibraltar;15.0;1
0;algorithms;csharp;Andorra;15.0;1
0;algorithms;csharp;Korea, Republic of;15.0;2
0;algorithms;csharp;Guatemala;15.0;1
0;algorithms;csharp;United Arab Emirates;15.0;3
0;algorithms;csharp;Uzbekistan;15.0;4
0;algorithms;csharp;Latvia;15.0;1
0;algorithms;csharp;Tunisia;15.0;1
0;algorithms;csharp;Hong Kong;15.0;2
0;algorithms;csharp;Morocco;15.0;3
0;algorithms;csharp;Costa Rica;15.0;1
0;algorithms;csharp;Qatar;15.0;1
0;algorithms;csharp;Slovakia;15.0;1
0;algorithms;csharp;Bahrain;15.0;1
0;algorithms;csharp;El Salvador;15.0;1
0;algorithms;csharp;Sri Lanka;15.0;1
0;algorithms;csharp;Iran, Islamic Republic of;15.0;1
0;algorithms;csharp;Myanmar;15.0;1
0;algorithms;csharp;Uruguay;15.0;1
0;algorithms;csharp;Peru;15.0;1
0;algorithms;csharp;Ecuador;15.0;1
0;algorithms;csharp;Bulgaria;11.7;1
0;algorithms;csharp;Finland;11.7;2
0;algorithms;csharp;Denmark;11.7;1
0;algorithms;csharp;Pakistan;11.7;3
0;algorithms;csharp;Spain;11.7;1
0;algorithms;csharp;India;11.7;41
0;algorithms;csharp;Bangladesh;11.7;1
0;algorithms;csharp;Uzbekistan;11.7;1
0;algorithms;csharp;Russian Federation;11.7;3
0;algorithms;csharp;Turkey;11.7;5
0;algorithms;csharp;Australia;11.7;1
0;algorithms;csharp;Vietnam;11.7;3
0;algorithms;csharp;Hungary;11.7;2
0;algorithms;csharp;Afghanistan;11.7;1
0;algorithms;csharp;Israel;11.7;2
0;algorithms;csharp;Cuba;11.7;1
0;algorithms;csharp;Brazil;11.7;1
0;algorithms;csharp;United States;11.7;8
0;algorithms;csharp;Canada;11.7;1
0;algorithms;csharp;Italy;11.7;2
0;algorithms;csharp;Malaysia;11.7;1
0;algorithms;csharp;Indonesia;11.7;2
0;algorithms;csharp;Viet Nam;11.7;3
0;algorithms;csharp;Georgia;11.7;1
0;algorithms;csharp;Singapore;11.7;2
0;algorithms;csharp;Egypt;11.7;1
0;algorithms;csharp;Poland;11.7;2
0;algorithms;csharp;Germany;11.7;1
0;algorithms;csharp;United Kingdom;11.7;2
0;algorithms;csharp;Taiwan;11.7;2
0;algorithms;csharp;Thailand;11.7;1
0;algorithms;csharp;Slovakia;11.7;1
0;algorithms;haskell;United States;15.0;26
0;algorithms;haskell;Germany;15.0;12
0;algorithms;haskell;United Kingdom;15.0;9
0;algorithms;haskell;Italy;15.0;3
0;algorithms;haskell;Czechia;15.0;1
0;algorithms;haskell;Canada;15.0;1
0;algorithms;haskell;Russia;15.0;3
0;algorithms;haskell;New Zealand;15.0;1
0;algorithms;haskell;Colombia;15.0;1
0;algorithms;haskell;Sweden;15.0;2
0;algorithms;haskell;Switzerland;15.0;3
0;algorithms;haskell;Spain;15.0;1
0;algorithms;haskell;Slovakia;15.0;1
0;algorithms;haskell;Estonia;15.0;1
0;algorithms;haskell;Argentina;15.0;1
0;algorithms;haskell;Japan;15.0;1
0;algorithms;haskell;India;15.0;4
0;algorithms;haskell;Latvia;15.0;1
0;algorithms;haskell;Null;15.0;3
0;algorithms;haskell;South Africa;15.0;1
0;algorithms;haskell;France;15.0;1
0;algorithms;haskell;China;15.0;1
0;algorithms;haskell;Finland;15.0;1
0;algorithms;haskell;Ukraine;15.0;1
0;algorithms;haskell;Hungary;15.0;1
0;algorithms;haskell;Bulgaria;15.0;1
0;algorithms;haskell;Austria;15.0;1
0;algorithms;haskell;Croatia;15.0;1
0;algorithms;haskell;Netherlands;15.0;3
0;algorithms;haskell;Belgium;15.0;3
0;algorithms;haskell;Venezuela;15.0;1
0;algorithms;haskell;Ireland;15.0;1
0;algorithms;haskell;Singapore;15.0;1
